date,yt_pred_time_trend_1_dummy,yt_pred_time_trend_2_dummy,yt_pred_time_trend_3_dummy,yt_true,yt_pred_time_trend_3_fourier
1946-01-01,1095.0249999999992,1444.198616180507,1197.389238901429,890,1138.2402635831327
1946-02-01,1077.3934210526309,1417.7272045877276,1182.2558001361897,992,1250.6692805200876
1946-03-01,1214.0776315789465,1545.5715803337537,1321.1474334396944,979,1282.0046880942202
1946-04-01,1322.1302631578938,1644.7843762768762,1431.1167703908925,959,1425.2150843147783
1946-05-01,1385.0249999999992,1698.83927674319,1495.637495200308,1110,1564.724162238021
1946-06-01,1539.4986842105254,1844.473122881762,1651.4464499732069,1546,1531.931914667873
1946-07-01,1929.709210526315,2225.843808421344,2042.7015294464293,1539,2199.885663947841
1946-08-01,3034.4986842105254,3321.7934352765697,3148.244838883134,3401,2989.310342888406
1946-09-01,2284.709210526315,2563.16412667662,2398.918483546477,2092,2535.851832234696
1946-10-01,1815.6565789473675,2085.271657162996,1930.0382529101464,1436,1845.1812415880095
1946-11-01,1636.130263157894,1896.9055003584456,1750.3936206583494,1301,1778.8667492289217
1946-12-01,1397.6039473684202,1649.5393429107253,1511.4582710016127,1287,1539.9901752271892
1947-01-01,1220.817543859648,1464.4041988594968,1362.532522178092,1488,1302.4547672028698
1947-02-01,1203.1859649122798,1438.9149915567698,1344.9249807775216,1517,1412.430127355236
1947-03-01,1339.8701754385957,1567.7415715928482,1481.374813379577,1707,1441.3439891327469
1947-04-01,1447.922807017543,1667.9365718260235,1588.9346515632085,1729,1582.1649505446499
1947-05-01,1510.817543859648,1722.9736765823898,1651.0781795389391,1788,1719.316704647204
1947-06-01,1665.2912280701746,1869.5897270110145,1804.542239412035,2008,1684.1992442443338
1947-07-01,2055.501754385964,2251.9426168406494,2193.484725919337,2203,2349.8598916795463
1947-08-01,3160.291228070175,3348.874447985927,3296.747744324003,3713,3137.0235797633236
1947-09-01,2410.501754385964,2591.22734367603,2545.1733998891905,2946,2681.3361892407916
1947-10-01,1941.4491228070167,2114.317078452459,2074.077482088585,2082,1988.4688297132498
1947-11-01,1761.9228070175432,1926.933125937961,1892.249464606396,2033,1919.9896794612735
1947-12-01,1523.3964912280694,1680.5491727802937,1651.1630316531491,1937,1678.9805585546192
1948-01-01,1346.610087719297,1496.3962330191175,1500.118501467001,1711,1439.3447146133444
1948-02-01,1328.978508771929,1471.889230006443,1480.4244806376846,1775,1547.251749836722
1948-03-01,1465.6627192982446,1601.698014332574,1614.8201357448766,1902,1574.1293976732113
1948-04-01,1573.715350877192,1702.875218855802,1720.3580983675258,1846,1712.946256132059
1948-05-01,1636.610087719297,1758.894527902221,1780.5120527161575,2083,1848.1260182695246
1948-06-01,1791.0837719298238,1906.4927826208984,1932.018840896036,2262,1811.0686768895325
1948-07-01,2181.2942982456134,2289.827876740585,2319.036357644003,2193,2474.82155433559
1948-08-01,3286.083771929824,3387.741912175916,3420.406708223216,3792,3260.1095834181788
1948-09-01,2536.2942982456134,2631.077012156072,2666.9719978968324,2343,2802.5786448824247
